start,0,0,,,,,,,
goal,14,15,,,,,,,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
